OBJECTID,GEOID,ACCESS_,Shape__Area,Shape__Length
15591,421010336003009,No Access,194157.539550781,1946.19529714846
15592,421010310001004,High Access,161558.621887207,1707.51409672589
15593,421010335001013,No Access,156893.219909668,1920.32411722338
15594,421010335002010,High Access,93096.9832763672,1217.88774715238
15595,421010335001007,No Access,137033.097717285,1601.61780765468
15596,421010314011006,High Access,111717.599853516,1529.2801955277
15597,421010339003007,No Access,537231.819580078,3611.48878963511
15598,421010339003005,No Access,152408.604370117,1850.23045496327
15599,421010306006005,No Access,5028.36883544922,343.148486799288
15600,421010306005000,No Access,155189.917907715,1605.82806579473
15601,421010306004000,No Access,159331.380432129,1618.22824207488
15602,421010306007004,Low Access,144821.113769531,1653.27881950087
15603,421010306004003,No Access,133700.623962402,1515.00919867574
15604,421010313002008,High Access,21723.1541137695,985.185728276526
15605,421010314015003,High Access,121785.61730957,1532.60439438951
15606,421010314014007,Low Access,120205.808959961,1546.93718735846
15607,421010314014005,No Access,116184.880065918,1536.04830522938
15608,421010314012003,High Access,148556.958190918,1742.35231861133
15609,421010314013001,Low Access,114035.661804199,1509.83240213738
15610,421010314013003,Moderate Access,141948.747131348,1602.59928640581
15611,421010314012001,High Access,126328.227722168,1514.81602980536
15612,421010314023013,Low Access,192969.55670166,1951.69811401811
15613,421010339002001,High Access,1126964.05633545,7294.4851729347
15614,421010306006012,No Access,145477.127807617,1779.87152095665
15615,421010310004001,High Access,149700.998718262,1638.52153471742
15616,421010310003003,High Access,158264.226867676,1682.95430895911
15617,421010313003004,High Access,149666.648254395,1679.52810568186
15618,421010313005006,High Access,118970.446289063,1544.9397735293
15619,421010337012008,High Access,151004.783813477,1655.10212656455
15620,421010337024007,Moderate Access,178213.76953125,1810.54572839465
15621,421010313003001,High Access,111222.222229004,1519.48045855826
15622,421010340002010,Low Access,235517.549194336,2361.91319557732
15623,421010306004006,Low Access,152132.08203125,1673.27065430691
15624,421010306003004,Moderate Access,104161.805419922,1295.25598095248
15625,421010305011005,No Access,194123.649108887,1823.89217673975
15626,421010306003007,High Access,101068.688171387,1275.03953777823
15627,421010305012001,Low Access,97043.9733886719,1469.23654886827
15628,421010305011008,No Access,185516.500305176,1785.42300979121
15629,421010306006000,Low Access,343137.289794922,2441.5731340406
15630,421010306007014,High Access,166024.250915527,1834.31307112588
15631,421010307003011,Low Access,337784.85949707,2323.59111519992
15632,421010306007015,High Access,154310.408569336,1733.51212112688
15633,421010307001001,High Access,114094.004638672,1379.96382152175
15634,421010306001001,High Access,109701.352111816,1380.00617429148
15635,421010307002005,High Access,129497.302368164,1618.00683841837
15636,421010308003006,High Access,151176.435058594,1840.11531978951
15637,421010308003005,High Access,172938.137268066,1790.00415019864
15638,421010306002000,High Access,192513.820678711,1922.9347918698
15639,421010306002003,High Access,160243.814941406,1698.413219217
15640,421010305011007,High Access,191147.174987793,1817.83798180873
15641,421010390006008,Low Access,79303.7658081055,1137.33223135117
15642,421010306001002,High Access,188694.655761719,1822.02455349711
15643,421010309003005,High Access,1252538.94140625,4852.70399939121
15644,421010309001002,High Access,160854.926269531,1694.63098939105
15645,421010390006007,Low Access,78783.4045410156,1144.54135774651
15646,421010390006011,Low Access,71631.6077880859,1311.28034002703
15647,421010340002009,No Access,85774.2755737305,1166.73056122213
15648,421010338001003,Low Access,918604.586791992,6441.36085479359
15649,421010305021003,Low Access,77794.7030029297,1130.30550449294
15650,421010305011000,Low Access,202907.681152344,1841.8678613516
15651,421010305011006,High Access,165415.283935547,1722.41369084784
15652,421010305012000,Low Access,100794.524047852,1482.67807371911
15653,421010307003013,Moderate Access,193802.57043457,2051.57872427444
15654,421010307002000,High Access,278048.940002441,2753.63719845376
15655,421010315023001,High Access,158505.338867188,1682.99428581001
15656,421010315023003,High Access,149866.487915039,1661.22672122138
15657,421010334003011,High Access,11215.3633422852,517.787116560239
15658,421010334002016,High Access,146553.386779785,1620.92061074842
15659,421010336002004,Low Access,156796.551086426,1667.84358165535
15660,421010336002003,Low Access,151451.041320801,1648.64965603431
15661,421010336003015,Moderate Access,195107.023010254,1942.52900824754
15662,421010306007013,High Access,42263.2985839844,992.959296247611
15663,421010307002006,High Access,189378.674072266,1849.6695254576
15664,421010307001005,High Access,123683.557617188,1466.41028327416
15665,421010308002003,High Access,283714.630126953,2458.81245796504
15666,421010338003009,Low Access,125385.057434082,1460.32344053521
15667,421010308001005,Low Access,200927.38494873,1840.90741991473
15668,421010308004010,High Access,157746.046081543,1722.82538794023
15669,421010338003007,Low Access,120709.68359375,1420.1394840231
15670,421010338002002,No Access,163861.043212891,1733.36353353408
15671,421010338003008,Low Access,108507.766662598,1381.29569056283
15672,421010338002007,Low Access,143265.726379395,1669.06708912461
15673,421010338003001,Low Access,111531.071350098,1357.96333578276
15674,421010338001005,No Access,178622.793457031,1748.71051024141
15675,421010310002005,Low Access,169365.885498047,1783.28602680621
15676,421010310002003,High Access,194661.874389648,1861.62397268805
15677,421010310003000,Moderate Access,201307.766540527,1974.8004696024
15678,421010309001006,High Access,174255.946411133,1814.27643379409
15679,421010309001010,High Access,214848.990905762,2108.34670756757
15680,421010311014003,High Access,108681.469848633,1583.73806950597
15681,421010311014002,High Access,125126.311645508,1639.42312164048
15682,421010311011003,High Access,122803.919128418,1695.26990932951
15683,421010311014004,High Access,113925.53515625,1603.02972283869
15684,421010311013002,High Access,120578.077148438,1687.53835120513
15685,421010311021005,Low Access,133916.917053223,1596.38410935214
15686,421010311021004,No Access,111911.956542969,1522.75069873282
15687,421010311024009,High Access,95626.7103271484,1398.78527952521
15688,421010311013004,High Access,87304.5541992188,1376.8656590483
15689,421010311011004,High Access,16387.2814331055,613.820054308504
15690,421010311011005,High Access,103896.116577148,1449.55855177609
15691,421010311013006,High Access,110423.199035645,1467.04655664112
15692,421010310006006,No Access,166299.132080078,1770.79836974339
15693,421010310004002,High Access,150880.198547363,1636.58076909111
15694,421010310003011,Moderate Access,154792.030212402,1652.7458520472
15695,421010314015006,High Access,152131.954467773,1663.31366793018
15696,421010313004000,High Access,155161.879760742,1677.77826803192
15697,421010312002009,High Access,83177.7649536133,1444.42040488519
15698,421010335001000,No Access,113420.933959961,1396.88878839911
15699,421010336003000,No Access,117308.092773438,1545.96751121514
15700,421010335001003,No Access,150210.878417969,1726.09165860399
15701,421010335001010,No Access,226186.377319336,2538.14827974361
15702,421010310001002,High Access,172722.074157715,1757.52767830053
15703,421010335002024,High Access,547788.812255859,2980.58324794763
15704,421010336004011,No Access,199871.700195313,1965.73012678188
15705,421010334004006,High Access,121321.524475098,1493.45788103922
15706,421010337024003,High Access,158627.816223145,1743.86730647494
15707,421010336001000,High Access,166545.0703125,1712.22847910671
15708,421010336003016,Low Access,275367.23449707,2175.63932230456
15709,421010314022008,High Access,27483.5279541016,1206.77368380853
15710,421010315021004,High Access,27891.8726196289,1197.14394944839
15711,421010337022003,High Access,126457.918395996,1579.23870681463
15712,421010314021012,High Access,27370.9517211914,1222.10135514458
15713,421010313002016,High Access,16004.7572631836,836.836740685205
15714,421010336003012,Low Access,157510.031616211,1674.4624050256
15715,421010306006006,No Access,27962.0072021484,663.037106846331
15716,421010308004009,High Access,183041.022155762,1808.38948872831
15717,421010306002002,High Access,189146.958862305,1798.06109567634
15718,421010390001000,High Access,41368.6718139648,984.074626941476
15719,421010335002014,High Access,188447.80291748,1893.69078797403
15720,421010335002022,High Access,174235.370422363,1794.14732878599
15721,421010314011007,High Access,142839.06060791,1636.16484704188
15722,421010314014000,High Access,115261.451538086,1505.78461760256
15723,421010313006001,Low Access,121681.950134277,1556.55193021918
15724,421010313001004,High Access,126752.270629883,1568.50336195856
15725,421010313001002,High Access,161207.323181152,1697.41841649688
15726,421010313002010,High Access,217871.918334961,2042.5826182203
15727,421010314012004,High Access,76211.8578491211,1081.73221377902
15728,421010314023007,High Access,133887.007995605,1585.14430430602
15729,421010314023005,High Access,131475.888427734,1593.0001599191
15730,421010314022006,High Access,185941.256896973,1884.25267038445
15731,421010307003002,High Access,612748.19519043,5036.86801627088
15732,421010390001001,High Access,51196.2625732422,1041.09181526298
15733,421010309001003,High Access,136551.904174805,1534.69180151087
15734,421010309001000,High Access,150797.022949219,1646.00279384234
15735,421010309001011,High Access,219894.787780762,2151.93532554699
15736,421010311024003,High Access,131227.371032715,1582.17422185754
15737,421010311021003,No Access,109342.006774902,1511.3948778266
15738,421010314023011,Moderate Access,187771.697509766,1892.27463687616
15739,421010315021012,High Access,28311.4669189453,1214.49869179582
15740,421010308003011,High Access,219218.871398926,2035.25931558781
15741,421010308003012,High Access,186205.012084961,1942.45566635238
15742,421010306002006,High Access,73827.8951416016,1091.89700817316
15743,421010306002001,High Access,162498.05090332,1823.05795547079
15744,421010390006000,High Access,436674.155883789,3960.12598557573
15745,421010309001001,High Access,153567.740478516,1669.71398521457
15746,421010390001012,No Access,636602.818481445,3401.20954079045
15747,421010313002013,High Access,82510.0034790039,1352.34272862906
15748,421010311012003,High Access,39538.6897583008,842.664496975899
15749,421010311011006,High Access,150246.227111816,1620.6546439384
15750,421010311012005,High Access,98302.4420776367,1424.59081107673
15751,421010313004005,High Access,197328.177368164,1971.75099011301
15752,421010310004005,High Access,150423.197021484,1633.19981549904
15753,421010310003002,High Access,156980.765625,1674.87253372279
15754,421010313003005,High Access,87839.4033203125,1510.25821937128
15755,421010335001001,No Access,109507.974731445,1531.92621114898
15756,421010337023003,High Access,168132.571655273,1877.84768215889
15757,421010314021004,Low Access,45061.6168823242,1708.78436567825
15758,421010336002007,No Access,581079.055053711,3061.60082074225
15759,421010334004008,High Access,1830861.0269165,5717.80586764371
15760,421010317004005,High Access,4482.27307128906,323.56190833187
15761,421010317004000,High Access,17718.6843261719,567.706014185405
15762,421010335001002,No Access,113392.980163574,1507.30296655168
15763,421010336003001,No Access,227870.010253906,2146.11525485788
15764,421010336003003,No Access,171151.783081055,1789.24315695969
15765,421010336003010,No Access,192038.213195801,1940.50281734676
15766,421010336003008,No Access,199798.927490234,1962.05678119118
15767,421010335003003,High Access,104627.981750488,1354.13180467032
15768,421010335003004,High Access,81491.876953125,1195.71014608469
15769,421010335002004,High Access,124797.662475586,1510.02004485894
15770,421010335002009,High Access,185792.173828125,2061.30013207886
15771,421010313002014,High Access,10757.9846191406,545.420204016949
15772,421010390001006,High Access,863886.949890137,4258.82904940064
15773,421010339001009,No Access,144327.368774414,1545.76998115955
15774,421010338005003,High Access,79618.2292480469,1128.68094815032
15775,421010340003007,No Access,161562.565734863,1712.44229903076
15776,421010340003009,No Access,314048.368347168,2932.93355918196
15777,421010340002005,Low Access,856660.72064209,6991.2698254071
15778,421010338001011,Moderate Access,160437.655883789,1739.6567855958
15779,421010338004000,Low Access,261620.163146973,2444.14733300883
15780,421010337022009,Low Access,329065.879455566,2506.77234556156
15781,421010338001004,Low Access,181837.209594727,1677.30819747356
15782,421010337022006,No Access,346309.013000488,2719.68126585204
15783,421010335002023,High Access,1209265.35888672,4586.55096898912
15784,421010314012007,High Access,124372.644714355,1588.14885475428
15785,421010314011005,High Access,127303.255981445,1579.89535614921
15786,421010314012005,High Access,166819.793212891,1851.51715044984
15787,421010313006000,No Access,115875.052185059,1536.18853422786
15788,421010314013005,High Access,115956.728820801,1529.08649654262
15789,421010314013002,Low Access,153266.888793945,1669.41405499018
15790,421010314022007,High Access,204824.564880371,2025.82334481774
15791,421010313002003,High Access,148460.427856445,1809.74960071789
15792,421010336005000,No Access,152695.779663086,1616.73199364514
15793,421010339002008,High Access,395577.36114502,3476.11751199698
15794,421010338005002,High Access,321110.506774902,3640.7478719649
15795,421010306007012,Low Access,109557.932495117,1513.08737886659
15796,421010338004008,High Access,230885.268615723,2118.18984688014
15797,421010338004007,High Access,231938.344482422,2114.52007036527
15798,421010338004005,Low Access,172620.733703613,1735.61416845077
15799,421010338002001,No Access,184985.167358398,1780.42527624572
15800,421010310007006,No Access,170309.00982666,1782.37376633429
15801,421010310007007,No Access,189803.535522461,1845.20510289872
15802,421010335003000,No Access,1737488.21032715,5379.58344648221
15803,421010310002002,Low Access,206516.966369629,1904.21974180033
15804,421010336003017,High Access,81222.3886108398,1525.80685062266
15805,421010334004000,High Access,213207.498474121,2081.57669974986
15806,421010336001007,High Access,188437.180175781,1914.53820020417
15807,421010314023003,High Access,188455.272277832,2070.98093135191
15808,421010314021010,Low Access,33313.2444458008,842.227456291395
15809,421010314021013,High Access,152752.901794434,1664.80174797232
15810,421010315021000,Moderate Access,31033.7068481445,1250.48468765264
15811,421010314021007,No Access,120200.389587402,1421.68654172615
15812,421010336002010,No Access,174401.368835449,1797.36042758502
15813,421010334003012,High Access,197780.999023438,2024.93881026744
15814,421010334004009,High Access,132780.302368164,1589.98638256877
15815,421010337024002,High Access,152086.429016113,1721.44315898837
15816,421010336001003,High Access,185021.617126465,1904.21624051836
15817,421010310001006,High Access,195205.058959961,1955.52711479527
15818,421010310001001,High Access,186384.153503418,1922.47222155174
15819,421010310005001,Low Access,170978.725585938,1788.31728939119
15820,421010310005003,No Access,173685.82434082,1803.42277072298
15821,421010311021000,High Access,488043.204467773,2911.61321728515
15822,421010311024007,High Access,109125.191650391,1466.1600197169
15823,421010313002005,High Access,26152.8926391602,1262.84176345045
15824,421010390001009,No Access,216943.245605469,4048.41396457894
15825,421010306004002,No Access,155298.614685059,1675.09293485578
15826,421010306004007,No Access,151741.52911377,1665.1266171226
15827,421010306004005,Low Access,153795.003051758,1672.03557916618
15828,421010305011009,No Access,159357.46496582,1690.02481616487
15829,421010307002002,High Access,163493.772338867,1788.89387083796
15830,421010307002007,High Access,198668.33416748,1906.34598207734
15831,421010307003004,High Access,66215.916015625,1034.81658011603
15832,421010308002000,High Access,326945.143188477,2588.99554559177
15833,421010339003004,No Access,124861.252685547,1554.75640480373
15834,421010339002010,High Access,294829.323974609,2517.77258893595
15835,421010338005009,High Access,98945.3432617188,1532.57596858054
15836,421010306007005,Low Access,139974.514709473,1624.83739494259
15837,421010310004000,Low Access,192394.862365723,1938.13208179583
15838,421010311011007,High Access,149397.273986816,1633.60284665132
15839,421010313005004,Low Access,109447.294067383,1509.1835065905
15840,421010335001011,No Access,141633.387084961,1634.04575147949
15841,421010308001002,High Access,183999.24786377,1801.98959459378
15842,421010308004002,High Access,215096.460876465,2018.67993738523
15843,421010309002000,High Access,123247.448913574,1583.45346697444
15844,421010309002003,High Access,148070.283691406,1671.17772913262
15845,421010305012002,Low Access,125690.536132813,1568.01878060751
15846,421010306007006,High Access,143682.721862793,1694.04882947345
15847,421010336002006,Low Access,172977.537780762,1799.23427358073
15848,421010334003010,High Access,108009.403259277,1437.11391109845
15849,421010335002016,High Access,171150.3515625,1793.8814563691
15850,421010314022010,High Access,29485.8154907227,743.695774163517
15851,421010314021009,No Access,102833.915710449,1287.96332259798
15852,421010314021005,Low Access,23185.055847168,689.304699352983
15853,421010315021006,Low Access,169697.377746582,1726.87723762216
15854,421010336005008,High Access,204146.906616211,1973.56632079281
15855,421010337023007,High Access,197075.90411377,1953.61007722608
15856,421010337023004,High Access,157877.597106934,1846.16130143276
15857,421010307003012,Low Access,135677.975280762,1748.08690952481
15858,421010307003003,High Access,66156.674987793,1038.50776168704
15859,421010307001003,High Access,639187.737731934,3689.34313686698
15860,421010307001000,High Access,251858.178283691,2106.82213205535
15861,421010307001007,Moderate Access,204402.1796875,1896.43971404999
15862,421010308002001,High Access,287270.699829102,2478.98707024152
15863,421010307002004,High Access,144922.407653809,1632.97363843685
15864,421010307001008,High Access,128609.303466797,1502.75806268798
15865,421010308004004,High Access,144250.897644043,1718.91761348828
15866,421010390001010,High Access,76202.9629516602,2461.60905798004
15867,421010314012000,High Access,234320.136474609,2393.05143837387
15868,421010314012006,High Access,110850.052307129,1539.1389695518
15869,421010314014001,High Access,106084.110046387,1469.66183245242
15870,421010314013006,Low Access,109491.466796875,1506.61152259131
15871,421010313001005,High Access,115993.429199219,1529.36701150106
15872,421010313001000,High Access,117054.59777832,1547.28270478955
15873,421010314022003,High Access,185587.533081055,1950.272285987
15874,421010313002009,High Access,120227.960632324,1603.61309353011
15875,421010316007006,High Access,25628.1383666992,1247.93659764669
15876,421010313002004,High Access,199533.721191406,1811.42936635848
15877,421010308003008,High Access,51131.8975219727,1020.13242160538
15878,421010339001007,High Access,168632.040588379,1872.36908408803
15879,421010338005007,High Access,154564.562438965,1675.05901050164
15880,421010338004003,High Access,173712.543151855,1749.75995123309
15881,421010338005005,High Access,173314.694335938,1733.29172261406
15882,421010338001007,Moderate Access,114670.266662598,1392.43335316002
15883,421010336004001,No Access,205617.554321289,1953.8033018249
15884,421010336004002,No Access,199057.019287109,1881.2559319773
15885,421010336004008,No Access,171728.430297852,1796.4392582227
15886,421010308003007,High Access,121645.042358398,1382.98895867711
15887,421010338005010,High Access,49.909423828125,32.3033250922832
15888,421010314022000,Moderate Access,213195.382263184,2024.61272452421
15889,421010313002002,High Access,177751.049133301,1707.6824764717
15890,421010314023010,High Access,117396.600341797,1550.8610332908
15891,421010314023006,High Access,149883.664733887,1677.86636011031
15892,421010314022013,High Access,30437.5248413086,762.105221540626
15893,421010390006003,High Access,125319.847839355,1468.74561318881
15894,421010306006007,No Access,2880.37194824219,261.148776551159
15895,421010308004008,High Access,152602.823242188,1691.65069200334
15896,421010306003002,High Access,190119.106933594,1799.33566971881
15897,421010306003001,High Access,229716.480895996,2032.27874021501
15898,421010306002005,High Access,183253.762329102,1755.98594943736
15899,421010306001004,High Access,133186.009338379,1532.77085037272
15900,421010390001002,High Access,30240.1841430664,912.935322432188
15901,421010390006009,Low Access,531404.740234375,2927.53477477045
15902,421010309003000,High Access,1259588.19708252,4557.89277671573
15903,421010310006005,High Access,188153.267211914,1890.82751430098
15904,421010309001005,High Access,180221.573303223,1852.0809911648
15905,421010309003001,High Access,129199.734741211,1601.39830303078
15906,421010309003004,High Access,341148.346618652,2343.99086559515
15907,421010309002005,High Access,121238.159790039,1553.92138537652
15908,421010309002002,High Access,125348.184326172,1580.90176730601
15909,421010311021002,Moderate Access,212341.504699707,1883.81185889773
15910,421010311024006,High Access,132311.654602051,1592.91376868876
15911,421010311024010,High Access,152090.335083008,1658.58087280715
15912,421010308001004,Low Access,173434.892883301,1749.87464782235
15913,421010338003004,No Access,157004.247924805,1674.43370061437
15914,421010308003004,Moderate Access,197186.644287109,1968.42362512668
15915,421010310006003,High Access,352883.867980957,2388.57834146933
15916,421010308003002,No Access,171165.698669434,1765.28632111305
15917,421010310007003,No Access,172728.004516602,1795.0376563412
15918,421010338001006,Low Access,295840.399108887,2173.07687801149
15919,421010309001007,High Access,185890.567565918,1889.98225520391
15920,421010310004003,Moderate Access,192723.045776367,1936.97397074472
15921,421010311011000,High Access,129673.495483398,1760.17191900196
15922,421010311024000,High Access,130932.144592285,1767.5928066579
15923,421010339001000,Low Access,402230.885131836,2947.97457045403
15924,421010339001005,No Access,210738.978088379,2014.64714111405
15925,421010339001008,High Access,170953.293029785,1880.57468803251
15926,421010338005008,High Access,196160.444702148,1947.56839958184
15927,421010340002007,No Access,163208.111999512,1721.18089336445
15928,421010338004002,Low Access,173313.260375977,1739.9100481469
15929,421010336005005,No Access,135165.164855957,1498.98714096958
15930,421010339002002,High Access,4031.18920898438,270.482937514362
15931,421010307003009,No Access,75471.6434936523,1575.75454129519
15932,421010306004001,No Access,190786.812255859,1801.51833642187
15933,421010306006010,Low Access,167430.370544434,1844.78797761993
15934,421010314022012,High Access,26508.4978027344,1217.21205387023
15935,421010307003001,High Access,579499.656555176,4628.19705730001
15936,421010311013005,High Access,98152.176940918,1418.84553148891
15937,421010311012004,High Access,93191.3835449219,1410.20219908311
15938,421010310003006,Low Access,194623.83215332,1953.40884125891
15939,421010310003001,No Access,194998.836975098,1957.56572665828
15940,421010310003007,Low Access,153476.231872559,1662.13557735086
15941,421010310001007,High Access,157384.612121582,1685.9678961395
15942,421010313005000,High Access,153319.750061035,1657.9895125457
15943,421010314015005,Moderate Access,141073.573242188,1607.10670025899
15944,421010313003000,High Access,122921.555358887,1567.05758026158
15945,421010314015008,Low Access,127677.489624023,1583.76697697159
15946,421010313003006,High Access,109541.387207031,1376.2407822788
15947,421010336003005,No Access,178763.912902832,1768.32525094042
15948,421010336003006,No Access,174847.683654785,1803.13622897517
15949,421010335001006,No Access,171337.571655273,1878.73301897148
15950,421010335003002,High Access,111022.574645996,1407.10658461045
15951,421010335003007,High Access,177128.814025879,2054.46993470249
15952,421010335003005,High Access,157270.380981445,1860.69921652618
15953,421010335001008,No Access,154921.390197754,1635.11796308526
15954,421010335001012,High Access,89398.5484619141,1238.70304962408
15955,421010336003011,No Access,198906.064453125,1963.95091671869
15956,421010335002002,High Access,16544.688293457,738.871606973574
15957,421010390006002,High Access,40862.1583862305,802.590507470421
15958,421010307003008,No Access,169619.933105469,1919.98811401447
15959,421010340002006,Moderate Access,217769.58026123,2094.10728140593
15960,421010339002003,High Access,311395.552856445,4236.19664957365
15961,421010335002003,High Access,164687.606384277,1685.12550992063
15962,421010338003005,Moderate Access,195613.725158691,2041.07069429534
15963,421010308002005,Moderate Access,312062.708862305,2502.73376281877
15964,421010308003013,High Access,159106.447631836,1719.93405016098
15965,421010310006002,Low Access,163626.969482422,1774.73091126834
15966,421010310006000,No Access,164953.627929688,1775.51230040236
15967,421010310007000,No Access,559800.352722168,4260.35025325217
15968,421010338004006,No Access,175936.053100586,1750.07046325703
15969,421010338002009,Low Access,258315.019836426,2233.42113195825
15970,421010307003005,No Access,64765.2294921875,1226.16903710087
15971,421010306003003,High Access,192870.426330566,1808.34713697099
15972,421010306007002,Low Access,144848.083862305,1621.26740529925
15973,421010306007003,Low Access,144435.986022949,1652.80678934991
15974,421010306003000,Moderate Access,228865.138122559,2029.4735364821
15975,421010307002008,High Access,166845.066101074,1894.62690867738
15976,421010306007010,High Access,83221.2233276367,1261.78507426686
15977,421010307002009,High Access,157996.463012695,1746.74064910575
15978,421010306007016,High Access,156779.567382813,1740.52554648219
15979,421010307002003,High Access,171471.354187012,1974.22746906207
15980,421010338005014,High Access,10856.102355957,585.852941671374
15981,421010308001001,High Access,191473.833435059,1850.50371176211
15982,421010335002015,High Access,186234.591552734,1898.13598387085
15983,421010335002019,High Access,170949.059265137,1786.71188779908
15984,421010314015004,High Access,107047.893737793,1480.85190446696
15985,421010314011004,High Access,137766.856994629,1621.05348867834
15986,421010314012009,High Access,122040.208374023,1575.72194027197
15987,421010314012008,High Access,671070.467102051,3475.88333106958
15988,421010313006002,High Access,109623.004821777,1515.94680740915
15989,421010314013000,No Access,106681.000488281,1482.33154988368
15990,421010314013007,High Access,158014.46887207,1647.56103541087
15991,421010313002011,High Access,195431.614746094,2041.76015676591
15992,421010313002007,High Access,57589.0897827148,1255.00813594302
15993,421010314023009,High Access,116089.526794434,1545.96063191047
15994,421010316007001,High Access,221352.541320801,1941.01260117763
15995,421010338002004,No Access,187140.526123047,1793.77314654261
15996,421010335003008,High Access,164954.673522949,1735.33246463619
15997,421010310007004,No Access,179040.004821777,1815.78741116418
15998,421010310007005,No Access,177249.196716309,1803.5787791396
15999,421010310002004,High Access,166418.432006836,1775.69907096113
16000,421010310001000,High Access,211810.823913574,2000.35243163255
16001,421010310005007,High Access,179402.592834473,1808.61752753552
16002,421010309001009,High Access,204927.361999512,2034.07233523188
16003,421010310005005,Low Access,172729.512023926,1803.48128677876
16004,421010310006007,No Access,160745.201293945,1758.49063758591
16005,421010311013001,High Access,8600.09118652344,491.583830466721
16006,421010311013009,High Access,94444.8408203125,1397.77723433491
16007,421010311012002,High Access,64467.3586425781,1107.30743354904
16008,421010311012007,High Access,90609.583190918,1339.67267302668
16009,421010306006009,No Access,4241.47607421875,302.965470225026
16010,421010312001000,High Access,197997.766479492,1986.74798716643
16011,421010310003009,Low Access,179923.324829102,1909.26023624904
16012,421010310003004,Moderate Access,162971.86126709,1696.76925831846
16013,421010313004001,High Access,111897.691955566,1519.17290443849
16014,421010312002001,High Access,260819.961303711,2127.17251626327
16015,421010313004002,High Access,125366.862487793,1564.84318493129
16016,421010313005005,High Access,110709.994018555,1519.32485488892
16017,421010336003002,No Access,175437.55456543,1800.37842540214
16018,421010310001003,High Access,153476.421447754,1683.86556238269
16019,421010335002008,High Access,199681.880432129,2060.44106747498
16020,421010335001009,No Access,29212.310546875,793.005648180376
16021,421010336003013,No Access,155284.732116699,1667.56113356259
16022,421010308002002,High Access,285446.799316406,2468.38297308072
16023,421010308002006,Low Access,322691.217895508,2511.23836983541
16024,421010308003001,Low Access,169199.179016113,1762.05655547623
16025,421010310006001,No Access,324722.79296875,2293.69980172746
16026,421010338003002,No Access,115513.673278809,1383.87906570864
16027,421010338002006,Low Access,150839.016967773,1695.53375413854
16028,421010338001009,No Access,169069.019470215,1734.43672190437
16029,421010338002012,No Access,169633.272888184,1727.77351887211
16030,421010390001008,No Access,2444311.35870361,6185.19596604559
16031,421010339002009,High Access,289563.708557129,2292.97190306644
16032,421010338005013,High Access,278238.007080078,2263.39809610026
16033,421010339002011,High Access,420747.106933594,4087.22809517524
16034,421010306006011,No Access,89810.2669677734,1312.06419238207
16035,421010306006004,Low Access,168500.830688477,1837.8248505892
16036,421010309001008,High Access,203651.479736328,1987.02190764849
16037,421010311011002,High Access,133649.548461914,1777.30197215672
16038,421010311011001,High Access,125613.733276367,1751.14011368685
16039,421010311014007,High Access,112523.42565918,1588.49512738948
16040,421010311013003,High Access,93376.4108886719,1469.87209702102
16041,421010307003000,High Access,198029.966125488,3907.40900210935
16042,421010305011004,Low Access,191200.786682129,1804.79065294971
16043,421010306003005,Low Access,91532.7774658203,1225.10646884888
16044,421010306003006,High Access,87958.4489135742,1194.81666806041
16045,421010390001011,High Access,21131.9437255859,750.016964535982
16046,421010306007001,Low Access,101235.23614502,1551.12424965004
16047,421010335002013,High Access,183522.332092285,1876.69854827391
16048,421010335002021,High Access,187221.114807129,1889.21497826327
16049,421010314011003,High Access,208035.620056152,2179.60984150943
16050,421010314011001,High Access,162997.358825684,2057.01720762205
16051,421010314014006,Low Access,110689.88848877,1516.91656308771
16052,421010311012006,High Access,101903.226196289,1434.30171188828
16053,421010312002002,High Access,202593.445251465,2004.52490081478
16054,421010313004006,High Access,199429.660339355,1989.54127614439
16055,421010312002000,High Access,205163.56048584,2012.87939444006
16056,421010314015000,High Access,147405.672973633,1665.01397214685
16057,421010313004004,High Access,209386.694763184,2189.64906206555
16058,421010313004003,High Access,189357.889953613,2184.99936419074
16059,421010313005001,High Access,109590.074584961,1507.3292068899
16060,421010313002018,High Access,177892.699279785,1896.9740321621
16061,421010314015007,Moderate Access,110550.343994141,1515.8309080664
16062,421010313005002,High Access,128505.148925781,1578.22345833563
16063,421010313005003,High Access,116990.919616699,1535.5902912206
16064,421010313003002,High Access,115385.137451172,1528.82936539147
16065,421010313003008,High Access,116259.013305664,1539.27704219617
16066,421010309003006,High Access,15380.8882446289,711.070780247285
16067,421010307003007,Moderate Access,175446.876525879,1858.14914760437
16068,421010306007011,High Access,22157.609375,711.742562889336
16069,421010306001003,High Access,1009314.02252197,4247.29359444818
16070,421010307001006,High Access,298059.493164063,2192.25587985348
16071,421010314014002,Moderate Access,114216.989440918,1502.94650043158
16072,421010314023008,High Access,131406.635925293,1598.47683109402
16073,421010314014004,Low Access,119508.475585938,1544.79805264496
16074,421010313006003,High Access,108825.487609863,1509.78172003891
16075,421010313001001,High Access,126112.601806641,1577.75188703423
16076,421010314022004,High Access,206894.360046387,2018.30584011934
16077,421010313002001,High Access,173396.34765625,2063.51482275177
16078,421010314023000,High Access,295996.033447266,2865.02464845496
16079,421010335001004,No Access,143178.972473145,1697.39245748201
16080,421010335003006,High Access,178310.946594238,2077.19080331993
16081,421010335002006,High Access,154876.590942383,1685.4307031841
16082,421010335002007,High Access,23553.3817749023,843.651791405939
